AcresBurned,AdminUnit,ArchiveYear,Counties,Extinguished date,extinguish time,Fatalities,Latitude,Location,Longitude,Name,SearchDescription,Started date,Start Time,StructuresDamaged,StructuresDestroyed
91,Klamath National Forest ,2019,Siskiyou,,,,41.749667,"Southwest of Bald Mountain and Klamath Bar, Klamath National Forest",-123.000833,Bar Fire,"Bar Fire started on September 5, 2019 southwest of Bald Mountain and Klamath Bar, Klamath National Forest in Siskiyou County.",9/15/2019,15:52:00Z,,
328,CAL FIRE Shasta-Trinity Unit,2018,Shasta,1/4/2019,10:02:00Z,,40.52909,"Off Bascom Rd & Hwy 44, in Millville",-122.17457,Bascom Fire,"The Bascom Fire started on June 23, 2018 off Bascom Rd & Millville Rd, east of Redding (Shasta County). The fire burned 328 acres and was contained on June 26, 2018.",6/23/2018,12:54:00Z,,
604,CAL FIRE Nevada-Yuba-Placer Unit,2019,Placer,,,,38.751648,"Baseline Road and Country Acres Lane, north of Rio Linda ",-121.432636,Baseline Fire ,"The Baseline Fire started September 20, 2019 off Baseline Road and Country Acres Lane, north of Rio Linda in Placer County.",9/20/2019,15:02:08Z,,
562,Modoc National Forest,2017,Modoc,1/9/2018,11:10:00Z,,41.85763,"Hwy 139 south of Newell, east of Tule Lake",-121.29581,Battle Fire,"The Battle Fire started on June 28, 2017 off of Hwy 139 south of Newell, east of Tule Lake (Modoc County) and burned 562 acres.",6/28/2017,13:50:00Z,,
167,San Bernardino National Forest,2019,Riverside,9/22/2019,18:00:00Z,,33.635,"Bautista Road and Tripp Flats, West of Lake Hemet",-116.801111,Bautista Fire,"Assisting/Not a CAL FIRE incident :
#BautistaFire near Bautista Road and Tripp Flats, West of Lake Hemet in Riverside County.  For more information: https://inciweb.nwcg.gov/incident/6600/",9/15/2019,20:13:05Z,,
26,CAL FIRE Nevada Yuba Placer Unit,2015,Placer,7/22/2015,19:50:00Z,,38.9361,"Baxter Grade Rd, 3 miles West of Auburn",-121.1548,Baxter Fire,"The Baxter Fire off Baxter Grade Rd, 3 miles West of Auburn burned in July 2015 and burned 26 acres.",7/22/2015,18:17:00Z,,
60,Unified command: CAL FIRE Santa Clara Unit and San Jose Fire Department,2019,Santa Clara,,,,37.219717,"Santa Teresa Blvd and Bayliss Drive, South San Jose",-121.761974,Bayliss Fire,"The Bayliss Fire started August 15, 2019 off Santa Teresa Blvd and Bayliss Drive, South San Jose in Santa Clara county.",8/15/2019,13:44:02Z,,
400,CAL FIRE Nevada-Yuba-Placer Unit,2016,Yuba,8/18/2016,21:30:00Z,,36.16965,"off of Hammonton Smartsville Rd and Doolittle Rd, near Beale AFB ",-121.38775,Beale Fire,"The Beale Fire started on August 18 off of Hammonton Smartsville Rd and Doolittle Rd, near Beale AFB in Yuba County.",8/18/2016,15:35:00Z,,
867,Unified Command: CAL FIRE Nevada-Yuba-Placer Unit/Beale Air Force Base,2017,Yuba,1/9/2018,12:43:00Z,,39.1234,"Chuck Yeager Road, Beale Air Force Base",-121.32957,Beale Fire,"The Beale Fire started of August 20, 2017 off of Chuck Yeager Road, Beale Air Force Base, Yuba County and burned 950 acres: 600 were SRA, and 350 were FRA.",8/20/2017,14:44:00Z,,
25,CAL FIRE Tulare Unit,2019,Tulare,6/11/2019,14:48:00Z,,36.14246,Off of Balch Park Rd in Springville,-118.80582,Bear Fire,"Bear Fire off of Balch Park Rd in Springville in Tulare County started on June 3, 2019. The fire was contained on June 5, 2019.",6/3/2019,12:18:00Z,,
200,CAL FIRE Madera-Mariposa-Merced ,2018,Merced,1/4/2019,10:10:00Z,,37.33924,"Cunningham Road and Hwy 140, Planda",-120.24315,Bear Fire,"The Bear Fire started on June 7, 2018 off Cunningham Road and Hwy 140, Planda (Merced County). This fire was contained on June 8, 2018 and burned 200 acres.",6/7/2018,18:04:00Z,,
391,CAL FIRE San Mateo-Santa Cruz Unit ,2017,Santa Cruz,1/9/2018,13:41:00Z,,37.18356,"Bear Canyon Road and Deer Creek Road in Boulder Creek, CA",-122.07012,Bear Fire,"The Bear Fire started on October 16, 2017 off Canyon Road and Deer Creek Road in Boulder Creek (Santa Cruz County). It was contained on October 26, 2017.",10/16/2017,22:30:00Z,,6
10,CAL FIRE San Mateo-Santa Cruz Unit,2018,Santa Cruz,1/4/2019,08:44:00Z,,37.12857,"off Bear Creek Road and Mayfair Road, Boulder Creek north of Santa Cruz",-122.12036,Bear Fire ,"The Bear fire started November 16, 2018 off Bear Creek Road and Mayfair Road, Boulder Creek north of Santa Cruz (Santa Cruz County). ",11/16/2018,11:01:00Z,,
11,CAL FIRE San Bernardino Unit ,2019,San Bernardino,10/22/2019,13:30:00Z,,34.033117,Beaumont and San Timorese Canyon,-117.21545,Beaumont Fire,"The Beaumont Fire started October 21, 2019 off Beaumont and San Timorese Canyon in San Bernardino County.",10/21/2019,08:16:33Z,,
215,CAL FIRE San Benito-Monterey Unit,2018,San Benito,1/4/2019,10:07:00Z,,36.37532,"off Coalinga Highway and Airline Highway, East of King City",-120.862579,Beaver Fire,"The Beaver Fire started June 12, 2018 off Coalinga Highway and Airline Highway, East of King City (San Benito County). ",6/12/2018,15:06:00Z,,
32496,US Forest Service - Klamath National Forest,2014,Siskiyou,9/2/2014,13:00:00Z,,41.93269684,"north of Highway 96, off of Beaver Creek Road",-122.8305795,Beaver Fire,"The Beaver Fire started July 30, 2013 and burned 32,496 acres north of Highway 96, off of Beaver Creek Road on the Klamath National Forest in Siskiyou County.",7/30/2014,00:00:00Z,,
45,CAL FIRE Amador-El Dorado Unit,2016,Amador,9/25/2016,17:45:00Z,,38.5212,"off Hwy 49 and Bell Road, 4 miles north of Plymouth ",-120.8416,Bell Fire,The Bell Fire burned 45 acres in Amador County off Hwy 40 and Bell Road north of Plymouth in September 2016.,9/23/2016,13:12:00Z,,
12,CAL FIRE Sonoma-Lake-Napa Unit,2018,Napa,1/4/2019,10:23:00Z,,38.16303,"American Canyon Rd, East of American Canyon",-122.23059,Bellagio Fire,"The Bellagio Fire started on May 21, 2018 off American Canyon Road, east of American Canyon, Napa County and burned 12 acres.  The fire is now 100% contained.",5/21/2018,11:56:00Z,,
835,CAL FIRE San Luis Obispo Unit,2019,San Luis Obispo,6/3/2019,08:44:00Z,,35.30759,"Belmont & Costa Mesa Rd, In California Valley",-119.96498,Belmont Fire,"The Belmont Fire started on May 29, 2019 off Belmont & Costa Mesa Rd, in California Valley (San Luis Obispo County) and burned 835 acres. It was contained on May 31, 2019.",5/29/2019,17:10:00Z,,
40,CAL FIRE Madera-Mariposa-Merced Unit,2018,Mariposa,1/4/2019,09:39:00Z,,37.28365,"Ben Hur Rd & Preston Rd, south of Ben Hur",-119.97546,Ben Fire,"The Ben Fire started on July 19, 2018 off Ben Hur Rd & Preston Rd, south of Ben Hur (Mariposa County). The fire burned 40 acres, and was contained on July 21, 2018. ",7/19/2018,13:07:00Z,,
630,CAL FIRE Madera-Mariposa-Merced Unit,2017,Mariposa,1/9/2018,11:10:00Z,,37.3762,off Ben Hur Road and Silver Bar Road,-119.9646,Ben Fire,"The Ben Fire started on June 28, 2017 off Ben Hur Road and Silver Bar Road, in Mariposa County and burned 630 acres.",6/28/2017,15:49:00Z,,
29,CAL FIRE Tehema-Glenn Unit,2017,Tehama,1/9/2018,11:51:00Z,,40.29118,"Benson Rd, Bowman., 11 miles northwest of Red Bluff",-122.42606,Benson Fire,"The Benson Fire started on July 8, 2017 off Benson Rd, Bowman., 11 miles northwest of Red Bluff (Tehama County) and burned 29 acres.",7/8/2017,18:58:00Z,,
63,CAL FIRE / Riverside County Fire,2018,Riverside,1/4/2019,09:56:00Z,,33.56349,off Benton Road and Crams Corner Drive in Anza,-116.732032,Benton Fire,"The Benton Fire started July 4, 2018 off Benton Road and Crams Corner Drive in Anza (Riverside County) and burned 63 acres. It was contained on July 5, 2018.",7/4/2018,14:20:00Z,,
1548,CAL FIRE San Diego Unit/San Diego City Fire/Rancho Santa Fe Fire District,2014,San Diego,5/17/2014,20:14:00Z,,33.003,"off Nighthawk Lane, southwest of Rancho Bernardo",-117.133,Bernardo Fire,"The Bernardo Fire started on May 13, 2014 and burned 1,548 acres off off Nighthawk Lane, southwest of Rancho Bernardo, in San Diego County.",5/13/2014,11:00:00Z,,
995,CAL FIRE Shasta-Trinity Unit,2017,Shasta,1/9/2018,13:21:00Z,,40.98352,"off of Baker Rd, east of Big Bend",-121.81623,Berry Fire,"The Lighting Fire, renamed Berry Fire started on September 12, 2017 off of Baker Rd, northwest of Burney (Shasta County).",9/12/2017,06:58:00Z,,
25,CAL FIRE San Benito-Monterey Unit,2015,San Benito,7/20/2015,15:30:00Z,,36.8727,"off Hwy 101 between Anzar Rd & Hwy 156, in Aromas",-121.5681,Betabel Fire,"The Betabel Fire started on July 20 off Hwy 101 between Anzar Rd & Hwy 156, in Aromas in San Benito County and burned 25 acres. ",7/20/2015,13:23:00Z,,
30,CAL FIRE Amador-El Dorado Unit,2014,El Dorado,7/9/2014,16:45:00Z,,38.608336,"off Mt Aukum Rd, Somerset ",-120.703238,Bible Fire,"The Bible Fire started on July 9, 2014 off Mt. Aukum Rd. near Somerset in El Dorado County and burned 30 acres.",7/9/2014,14:34:00Z,,
204,CAL FIRE Tuolumne-Calaveras Unit,2015,Tuolumne,8/4/2015,18:00:00Z,,37.823,off Hwy120 and Sprague Rd near Groveland ,-120.15644,Big Creek Fire,"The Big Creek Fire started on July 29, 2015 and burned 204 acres off Hwy 120 and Sprague Rd near Groveland in Tuolumne County and burned 204 acres.",7/29/2015,16:30:00Z,,
188,CAL FIRE Fresno County Fire,2016,Fresno,7/13/2016,17:30:00Z,,36.92244,"off Watts Valley Rd. & Big Springs Ln, east of Clovis",-119.39619,Big Fire,"The Big Fire off Watts Valley Rd. & Big Springs Ln, east of Clovis (Fresno County) burned in July 2016.",7/11/2016,14:30:00Z,,
25,CAL FIRE Santa Clara Unit,2019,Alameda,7/5/2019,03:20:00Z,,37.469,"Christensen Road, Near Bethany Reservoir ",-121.3697,Bikeway Fire,"The Bikeway Fire started July 4, 2019 off Christensen Road, Near Bethany Reservoir in Alameda County.",7/5/2019,09:46:01.973Z,,
147,CAL FIRE Santa Clara Unit,2016,San Joaquin,8/20/2016,18:45:00Z,,37.62215,"off of Bird Rd & I-580, south of Tracy",-121.36665,Bird Fire,"The Bird Fire started on August 20, off of Bird Rd & I-580, south of Tracy in San Joaquin County.",8/20/2016,08:35:00Z,,
30,CAL FIRE San Luis Obispo County,2019,San Luis Obispo,10/11/2019,16:21:00Z,,35.709176,Highway 46 and Bitterwater Rd,-120.312856,Bitter Fire,"The Bitter fire started October 11, 2019 off Highway 46 and Bitterwater Rd in San Luis Obispo county.",10/11/2019,12:30:19Z,,
120,CAL FIRE San Luis Obispo Unit,2019,San Luis Obispo,6/11/2019,17:18:00Z,,35.57376,Bitterwater Road East of Paso Robles,-120.11738,Bitter Fire ,"Bitter Fire off Bitterwater road,30 miles east of Paso Robles in San Luis Obispo County is 120 acres and 50% contained. ",6/10/2019,11:55:00Z,,
21,CAL FIRE San Benito-Monterey Unit,2017,San Benito,1/9/2018,10:07:00Z,,36.35578,"Bitterwater Rd X Hwy 25, east of King City",-120.99552,Bitterwater Fire,"The Bitterwater Fire started on May 22, 2017 off Bittwater Rd and Hwy 25, east of King City (San Benito County) and burned 21 acres.",5/22/2017,04:50:00Z,,
47,CAL FIRE San Benito-Monterey Unit,2017,San Benito,1/9/2018,13:46:00Z,,36.38109,Airline Hwy and Bitterwater Road,-121.00391,Bitterwater Fire,"The Bitterwater fire started on November 25, 2017 off Airline Hwy and Bitterwater Road, San Benito County and burned 47 acres.",11/25/2017,16:46:00Z,,
10,CAL Fire Tehama Glenn Unit,2018,Tehama,1/4/2019,10:18:00Z,,39.80827,Black Butte Lake and Newville Road west of Orland,-122.3307,Black Fire,The Black Fire started June 3 2018 near Black Butte Lake and Newville Road west of Orland (Tehama County). is 100% contained at 10 acres on June 3 2018.,6/3/2018,08:55:00Z,,
36,CAL FIRE San Diego Unit / Cleveland National Forest,2017,San Diego,1/9/2018,11:07:00Z,,33.1683,"Off Black Canyon Rd & Mesa Grande Rd, Ramona",-116.77342,Black Fire,"The Black Fire started on June 25, 2017 off Black Canyon Rd & Mesa Grande Rd, Ramona (San Diego County) and burned 36 acres.",6/25/2017,12:09:00Z,,
170,CAL FIRE Tehama-Glenn Unit,2015,Tehama,7/4/2015,20:15:00Z,,39.8448,"off Black Butte Rd, near Black Butte Lake",-122.3638,Black Fire,"The Black Fire started on July 4, 2015 off Black Butte Rd, near Black Butte Lake (Tehama County) and burned 170 acres.",7/4/2015,16:33:00Z,,
1044,CAL FIRE/Riverside County Fire,2017,Riverside,1/9/2018,12:38:00Z,,33.98212,Blaine Rd and Terrace Dr,-117.30819,Blaine Fire,"The Blaine Fire started on August 13, 2017, off Blaine Rd and Terrace Dr in Box Spring Mountain in Riverside County and burned 1,044 acres. ",8/13/2017,16:10:00Z,,
30,CAL FIRE Humboldt-Del Norte Unit,2017,Humboldt,1/9/2018,12:18:00Z,,40.27582,"Off Alderpoint Rd and Cemetery Rd, Blocksburg",-123.64281,Blocksburg Fire,"The Blocksburg Fire started on August 3, 2017 off Alderpoint Rd and Cemetery Rd, Blocksburg (Humboldt County) and burned 30 acres.",8/3/2017,16:41:00Z,,
36274,San Bernardino National Forest ,2016,San Bernardino,8/23/2016,07:45:00Z,,34.30372,"off of I-15 and Hwy 138, north of San Bernardino ",-117.49342,Blue Cut Fire,"The Bluecut Fire started on August 16 off of I-15 and Hwy 138, north of San Bernardino on the San Bernardino National Forest.  ",8/16/2016,10:44:00Z,3,321
20,CAL FIRE Humboldt-Del Norte Unit,2017,Humboldt,1/9/2018,13:30:00Z,,40.88516,"off of Blue Lake Blvd and Hwy 299,  east of Eureka ",-123.96844,Blue Fire,"The Blue Fire started on October 08, 2017 off of Blue Lake Blvd and Hwy 299, east of Eureka in Humboldt County. ",10/8/2017,16:40:00Z,,
84,US Forest Service - Tahoe National Forest,2014,Nevada,8/19/2014,16:45:00Z,,39.3918,"off Interstate 80 at Hirschdale, east of Truckee ",-120.0805,Boca Fire,"The Boca Fire started on August 19, 2014 and burned 84 acres off Interstate 80 at Hirschdale, east of Truckee in Nevada County.",8/18/2014,10:00:00Z,,
18,CAL FIRE Sonoma-Lake-Napa Unit,2017,Sonoma,1/9/2018,12:45:00Z,,38.26294,"Bodega Ave and Nosecchi Rd., east of Petaluma",-122.71998,Bodega Fire,"The Bodega Fire started on August 27, 2017 off Boadega Avenue and Nosecchi Road, east of Petaluma in Sonoma County and burned 18 acres.",8/27/2017,13:30:00Z,,
206,Kern County Fire Department,2017,Kern,1/9/2018,10:29:00Z,,35.59804,5 miles south of Lake Isabella,-118.47939,Bodfish Fire,"The Bodfish Fire started on June 10 2017 south of Lake Isabella, Kern County and burned 206 acres.",6/10/2017,12:17:00Z,,
56,CAL FIRE Siskiyou Unit,2017,Siskiyou,1/9/2018,10:59:00Z,,41.93006,Ager Beswick Rd. and Crest Ln. south of Copco Lake,-122.36545,Bogus Fire,"The Bogus Fire started on June 18, 2017 near Ager Beswick Road and Crest Lane, south of Copco Lake in Siskiyou County and burned 56 acres.",6/18/2017,15:45:00Z,,
516,CAL FIRE Siskiyou Unit,2014,Siskiyou,10/11/2014,18:50:00Z,,41.42384,City of Weed,-122.37432,Boles Fire,"The Boles Fire started on September 15, 2014 and burned 479 acres in and around the City of Weed in Siskiyou County. ",9/15/2014,13:38:00Z,7,165
60,CAL FIRE Tehama-Glenn Unit,2017,Tehama,1/9/2018,10:35:00Z,,40.32063,"Hwy 36 West, off Tedoc Roadd, west of Platina",-122.83208,Bolla Fire,"The Bolla fire started on June 18, 2017 off Hwy 36 West, off Tedoc Roadd, west of Platina in Tehama County and burned 60 acres.",6/18/2017,07:15:00Z,,
6974,Humboldt-Toiyabe National Forest,2018,Mono,1/4/2019,09:09:00Z,,38.347395,"Hwy 395 & Hwy 108, Sonora Junction",-119.45186,Boot Fire,"The Boot Fire started on September 4, 2018 off Hwy 395 & Hwy 108, Sonora Junction (Mono County). This fire was 100% contained on September 15, 2018 and burned 6,974 acres.",9/4/2018,14:26:00Z,,
25,CAL FIRE San Diego Unit,2019,Mexico,8/28/2019,08:54:00Z,,32.557546,Mexico / California International border in the area east of the Otay port of entry.,-116.873955,Border 10 Fire,"The Border 10 fire started on August 25, 2019 at the Mexico / California International border in the area east of the Otay port of entry.",8/25/2019,16:15:15Z,,
25,CAL FIRE San Diego Unit,2019,San Diego,8/28/2019,08:54:00Z,,32.557546,Mexico / California International border in the area east of the Otay port of entry.,-116.873955,Border 10 Fire,"The Border 10 fire started on August 25, 2019 at the Mexico / California International border in the area east of the Otay port of entry.",8/25/2019,16:15:15Z,,
1507,Unified Command: CAL FIRE and Mexican Fire Agency Consulate Emergency Services Fire Department,2019,Mexico,8/17/2019,14:30:00Z,,32.573437,"City of Tecate, southeast of San Diego ",-116.658735,Border 8 Fire,"The Border 8 Fire started on August 14, 2019 near Tecate Mexico.",8/16/2019,06:14:55Z,,
25,CAL FIRE / San Diego County Fire Authority ,2017,San Diego,1/9/2018,13:19:00Z,,32.59252,1 mile west of Tecate Port Of Entry in Potrero,-116.61609,Border 9 Fire,"The Border 9 Fire started on September 7, 2017, 1 mile west of Tecate Port Of Entry in Potrero (San Diego County) and burned 25 acres. ",9/7/2017,15:41:00Z,,
80,CAL FIRE San Diego County Fire,2019,San Diego,8/16/2019,18:44:00Z,,32.57394,"Off of Marron Valley Road and Border Road, Southeast of Dulzura  ",-116.760465,Border 9 Fire,"Border 9 Fire started on August 15, 2019 off of Marron Valley Road and Border Road, Southeast of Dulzura in San Diego  County.",8/15/2019,16:24:24Z,,
20,CAL FIRE San Diego Unit,2014,San Diego,8/17/2014,07:45:00Z,,32.59154,on Kuebler Ranch near Otay Mountain,-116.89516,Border Fire,"The Border Fire started on August 16, 2014 and burned 20 acres on Kuebler Ranch, Otay Mountain in San Diego County.",8/16/2014,16:22:00Z,,
22,CAL FIRE/San Diego County Fire,2019,San Diego,5/19/2019,09:26:00Z,,32.557566,off Tin Can Canyon along the border in Otay Mesa,-116.8663,Border Fire,"The Border Fire started May 13, 2019 off Tin Can Canyon along the border in Otay Mesa (San Diego County) and burned 22 acres. It was contained May 14, 2019.",5/13/2019,18:46:00Z,,
28,CAL FIRE San Diego County Fire Authority,2018,San Diego,1/4/2019,09:41:00Z,,32.557566,north of the Meixcan border and east of the Otay port of entry,-116.8663,Border Fire,"The Border Fire started on July 17, 2018 north of the Mexican border and east of the Otay Port of entry in San Diego County. The fire was contained on July 17, 2018, and burned 28 acres. ",7/17/2018,14:05:00Z,,
100,CAL FIRE San Diego Unit,2013,San Diego,5/23/2013,08:30:00Z,,32.564465,Off Alta Rd in the Otay Mesa area,-116.900368,Border Fire,The Border Fire burned in May 2013 off Alta Road in the Otay Mesa area in San Diego County.,5/22/2013,16:14:00Z,,
100,CAL FIRE San Diego County Fire ,2019,San Diego,7/15/2019,17:10:00Z,,32.566389,Off of Cottonwood Creak and Barrett Truck Trail along the US/Mexico border,-116.7525,Border Fire,"Cottonwood Fire started on July 12, 2019 off of Cottonwood Creak and Barrett Truck Trail along the US/Mexico border in San Diego County.",7/12/2019,13:20:39Z,,
130,CAL FIRE San Diego Unit,2017,San Diego,1/9/2018,12:50:00Z,,32.6001,near Hwy 94/Marron Valley Rd in the community of Dulzura.,-116.76997,Border Fire,The Border Fire started September 1 2017 near Hwy 94 and Marron Valley Rd in Dulzura (San Diego County),9/1/2017,04:20:00Z,,
7609,CAL FIRE San Diego Unit,2016,San Diego,6/30/2016,18:30:00Z,,32.60729,off Highway 188 and Highway 94 near Tecate,-116.63028,Border Fire,"The Border Fire started on June 19 off Highway 188 and Highway 94 near Tecate in San Diego County and burned 7,609 acres.",6/19/2016,11:03:00Z,,16
62,CAL FIRE Sonoma-Lake-Napa Unit,2017,Lake,1/9/2018,12:28:00Z,,38.94599,Bottle Rock Rd and Highway 29 in Kelseyville,-122.81135,Bottle Fire,"The Bottle Fire started August 8, 2017, off Bottle Rock Road and Highway 29 in Kelseyville (Lake County) and burned 62 acres.",8/8/2017,16:40:00Z,,
1127,CAL FIRE San Luis Obispo Unit,2019,San Luis Obispo,6/11/2019,14:49:00Z,,35.343761,"off Highway 58 and Boulder Creek Road, California Valley",-119.913717,Boulder Fire,"The Boulder Fire started June 5, 2019 off Highway 58 and Boulder Creek Road, California Valley (San Luis Obispo). This fire was contained on June 5, 2019.",6/5/2019,10:49:00Z,,
